"species","strata","yrs","ymeans","yn","ysd","yse"
21741,"Western Aleutians",2002,-0.0157042959505412,22,0.0844496267439993,0.0180047209177846
21741,"Western Aleutians",2004,0.0224628581147308,1,NA,NA
21741,"Western Aleutians",2006,-0.0305521353394336,15,0.0838074693153602,0.0216389955297453
21741,"Western Aleutians",2010,0.0701639193881741,39,0.0870370924970107,0.0139370889341089
21741,"Western Aleutians",2012,0.0389686726876909,38,0.0834203347601339,0.0135325652559929
21741,"Western Aleutians",2014,-0.0155479590295385,36,0.0892372298617694,0.0148728716436282
21741,"Western Aleutians",2016,-0.0520894271150225,24,0.0690821979285569,0.0141013446029098
21741,"Western Aleutians",2018,0.00924008517341156,26,0.0954470153008274,0.0187186997512734
21720,"Central Aleutians",1986,0.00863265653636015,257,0.100609715444761,0.00627586162000457
21720,"Central Aleutians",1991,0.064398876565275,87,0.105329814818477,0.0112925414759033
21720,"Central Aleutians",1994,0.0360411763482685,399,0.0927682142599315,0.00464421962036107
21720,"Central Aleutians",1997,0.00278848707302528,246,0.0864553595582158,0.00551219239738363
21720,"Central Aleutians",2000,0.0264298437052381,226,0.0874771348217323,0.0058188924517964
21720,"Central Aleutians",2002,0.0407296840895391,252,0.0939526130004764,0.00591845831009415
21720,"Central Aleutians",2004,0.0403555420208449,233,0.0975173747544684,0.00638857563329513
21720,"Central Aleutians",2006,0.00675429302106829,270,0.102920078372119,0.00626351650495657
21720,"Central Aleutians",2010,0.0163891138006656,223,0.0924911471430572,0.00619366532303818
21720,"Central Aleutians",2012,0.00635637166522712,197,0.0899711782488179,0.00641018103416466
21720,"Central Aleutians",2014,0.00556290149155447,104,0.0871752573581768,0.00854823727638109
21720,"Central Aleutians",2016,-0.0225589013139528,210,0.0962083535473007,0.0066390071304025
21720,"Central Aleutians",2018,-0.0275544508626589,169,0.101991601766669,0.0078455078282053
21720,"Eastern Aleutians",1986,0.00619121316165076,225,0.0900249589525781,0.00600166393017187
21720,"Eastern Aleutians",1991,0.0217092957566529,332,0.0777009519933951,0.00426439374802473
21720,"Eastern Aleutians",1994,-0.00371013474138597,305,0.0854934697430466,0.00489534183695816
21720,"Eastern Aleutians",1997,-0.0200045662088875,196,0.0888175949243149,0.00634411392316535
21720,"Eastern Aleutians",2000,-0.033617367832078,219,0.0880987899469409,0.00595316453589128
21720,"Eastern Aleutians",2002,-0.00553341819061382,423,0.0930882253428507,0.00452610439939634
21720,"Eastern Aleutians",2004,-0.00891475707936061,191,0.0854580383327887,0.00618352663557122
21720,"Eastern Aleutians",2006,-0.0265976703938975,152,0.0879727173876295,0.0071355296176781
21720,"Eastern Aleutians",2010,0.0174860207322293,148,0.0942314113985159,0.00774577430313526
21720,"Eastern Aleutians",2012,-0.0241842574896548,129,0.0956221690390079,0.00841906253952165
21720,"Eastern Aleutians",2014,-0.0481646312990977,145,0.0984023445801967,0.0081718699243955
21720,"Eastern Aleutians",2016,-0.0482943494492723,207,0.0943645885888722,0.0065587922991152
21720,"Eastern Aleutians",2018,-0.0497219329836264,190,0.0868335007454646,0.00629956425047446
21720,"Southern Bering Sea",1986,0.00572167061334395,58,0.0786799113741181,0.0103311785002546
21720,"Southern Bering Sea",1991,0.11954915575343,45,0.103399269939249,0.0154138530938674
21720,"Southern Bering Sea",1994,0.00340729469114955,127,0.102144144052253,0.00906382711235042
21720,"Southern Bering Sea",1997,-0.0124354979906237,73,0.0790239255004669,0.00924905089651621
21720,"Southern Bering Sea",2000,-0.0246509092085641,139,0.084467074796961,0.00716440377652324
21720,"Southern Bering Sea",2002,-0.0276909333496665,281,0.0905005968166201,0.00539881297885529
21720,"Southern Bering Sea",2004,-0.0242435655033347,208,0.0881745712144905,0.00611380649434417
21720,"Southern Bering Sea",2006,-0.0296692779749821,137,0.088033323237734,0.00752119438424129
21720,"Southern Bering Sea",2010,-0.0132335062653796,139,0.0986055209225184,0.00836361112518069
21720,"Southern Bering Sea",2012,-0.0745502262432579,84,0.0955026435148575,0.0104201926898861
21720,"Southern Bering Sea",2014,-0.0508056980344653,88,0.0926783870143194,0.0098795492510677
21720,"Southern Bering Sea",2016,-0.0853379694482413,113,0.104896600674422,0.00986784212769298
21720,"Southern Bering Sea",2018,-0.0434869111838849,65,0.0981715216498405,0.0121766786320567
21720,"Western Aleutians",1986,0.00128751738983841,339,0.114118675970325,0.00619807568510497
21720,"Western Aleutians",1991,0.0387464116106415,147,0.0946104365044819,0.00780333728343009
21720,"Western Aleutians",1994,0.0788112274007083,235,0.096367506481976,0.00628632298083525
21720,"Western Aleutians",1997,0.0185061147498814,187,0.0824300604476269,0.0060278830124482
21720,"Western Aleutians",2000,-0.00228502307156416,198,0.0935459434969669,0.00664802072190493
21720,"Western Aleutians",2002,0.000625921121977182,281,0.0936463650649107,0.00558647377938852
21720,"Western Aleutians",2004,0.035317619962238,133,0.101141105529427,0.0087700460933257
21720,"Western Aleutians",2006,-0.00410026686785998,198,0.102181641443493,0.00726173305138161
21720,"Western Aleutians",2010,0.0409982883593238,168,0.0954358816150054,0.00736303811989047
21720,"Western Aleutians",2012,0.0140692933787652,185,0.0961544919149988,0.00706941884359079
21720,"Western Aleutians",2014,-0.00458225199828067,213,0.0773684898993138,0.00530120157754153
21720,"Western Aleutians",2016,-0.00963356682230233,203,0.0750910472650452,0.00527035831283054
21720,"Western Aleutians",2018,-0.0358924566745194,160,0.0877700117940108,0.00693882868822289
30420,"Central Aleutians",1986,0.0546828292488947,211,0.0882494088110164,0.0060753398498718
30420,"Central Aleutians",1991,0.0835505716549644,54,0.0582508527772263,0.00792693702145493
30420,"Central Aleutians",1994,0.0854849576599537,62,0.0681539843884468,0.00865556467290175
30420,"Central Aleutians",1997,0.0489934659904626,169,0.0724234041479,0.0055710310883
30420,"Central Aleutians",2000,-0.0107462464698143,252,0.0784032114443721,0.00493893808263385
30420,"Central Aleutians",2002,0.0166386079431348,147,0.0733940497067041,0.0060534391935832
30420,"Central Aleutians",2004,0.0181835389148364,155,0.0810193693690519,0.00650763234927135
30420,"Central Aleutians",2006,0.00160051136313116,149,0.0854250555466664,0.00699829323159412
30420,"Central Aleutians",2010,0.0192010197886271,186,0.0815967945106035,0.0059829672549851
30420,"Central Aleutians",2012,-0.00202263059658922,153,0.0754348648856155,0.00609854736818803
30420,"Central Aleutians",2014,-0.00012315797720991,122,0.0896878207996796,0.0081199537670267
30420,"Central Aleutians",2016,-0.0216131137993534,169,0.082966493396782,0.00638203795359861
30420,"Central Aleutians",2018,-0.0352919109494062,149,0.0882866844657139,0.00723272700711054
30420,"Eastern Aleutians",1986,0.0684811965460214,30,0.0689992599246802,0.0125974837039699
30420,"Eastern Aleutians",1991,0.00986748998603902,74,0.072341889711722,0.00840957386125347
30420,"Eastern Aleutians",1994,0.0441235932041741,127,0.0710147939897928,0.00630154397116869
30420,"Eastern Aleutians",1997,0.0390890611858085,110,0.102191863427245,0.00974361187031729
30420,"Eastern Aleutians",2000,0.0380761636435925,201,0.0826145028407527,0.00582717773850627
30420,"Eastern Aleutians",2002,0.0328995979593216,134,0.0827177571498652,0.00714572586366754
30420,"Eastern Aleutians",2004,0.0110840151755274,103,0.0792429485659423,0.00780803973100901
30420,"Eastern Aleutians",2006,-0.0124803206849368,113,0.0753323063808606,0.00708666726759424
30420,"Eastern Aleutians",2010,0.0537688365138199,138,0.0850009270850833,0.00723575943017254
30420,"Eastern Aleutians",2012,0.0135857202608495,160,0.0755394982118962,0.00597192169139521
30420,"Eastern Aleutians",2014,0.0138351808179976,150,0.065950531172712,0.00538483832128868
30420,"Eastern Aleutians",2016,-0.0448558323760698,106,0.0838199129530718,0.00814130964353351
30420,"Eastern Aleutians",2018,-0.031029337410449,119,0.0722447630844127,0.00662266657376403
30420,"Southern Bering Sea",1986,0.0559232550512753,120,0.0626563431488926,0.00571971541890545
30420,"Southern Bering Sea",1991,0.101414540073766,6,0.0762712905023022,0.0311376239590375
30420,"Southern Bering Sea",1994,0.0659522254573957,42,0.0693112083792326,0.0106949516428362
30420,"Southern Bering Sea",2000,0.0368730312789649,20,0.0757862817117371,0.0169463277669393
30420,"Southern Bering Sea",2002,0.0307309491777075,43,0.0917513371144997,0.0139919477360661
30420,"Southern Bering Sea",2004,0.0703792003457716,46,0.0690467233837708,0.0101803839617892
30420,"Southern Bering Sea",2006,0.0656224326769059,79,0.0675425392182108,0.00759912936722304
30420,"Southern Bering Sea",2010,-0.000981063681679844,18,0.0827310095740351,0.0194998859614031
30420,"Southern Bering Sea",2012,-0.0474061034242549,53,0.0939829461569166,0.0129095504856733
30420,"Southern Bering Sea",2014,-0.0212438454297962,52,0.090779186867377,0.0125888081921252
30420,"Southern Bering Sea",2016,-0.055204395611351,16,0.0831442793796625,0.0207860698449156
30420,"Southern Bering Sea",2018,-0.00532699904910357,30,0.0732546448079261,0.0133744071344433
30420,"Western Aleutians",1986,0.0386291552839554,150,0.0815573693957426,0.00665913132610834
30420,"Western Aleutians",1994,0.0126463615964758,181,0.089181778010659,0.00662882935472371
30420,"Western Aleutians",1997,0.00989723538032639,229,0.0802090985601636,0.00530036642542917
30420,"Western Aleutians",2000,-0.048938131556501,221,0.0863761104408429,0.00581028595447759
30420,"Western Aleutians",2002,-0.0752944561462534,168,0.0885899014724778,0.00683485928500749
30420,"Western Aleutians",2004,-0.0464434416770547,192,0.0791896065417741,0.00571501758173923
30420,"Western Aleutians",2006,-0.0309940236103679,174,0.0857536407122733,0.00650096672537426
30420,"Western Aleutians",2010,-0.000876706917141524,194,0.0905345422962388,0.00650000132783074
30420,"Western Aleutians",2012,-0.0291552257781453,201,0.0944523398167466,0.00666215437973287
30420,"Western Aleutians",2014,-0.0648695798715564,200,0.0774950954468377,0.00547973074991576
30420,"Western Aleutians",2016,-0.0420958552429321,292,0.0796276920695602,0.00465985821420078
30420,"Western Aleutians",2018,-0.0402565015926856,289,0.0857837738142578,0.00504610434201516
10262,"Central Aleutians",2006,0.118585993772566,1,NA,NA
10262,"Central Aleutians",2010,-0.039689665946774,16,0.126916473894975,0.0317291184737438
10262,"Central Aleutians",2016,0.0172636133551935,1,NA,NA
10262,"Central Aleutians",2018,0.0396667576996905,1,NA,NA
10262,"Eastern Aleutians",2004,0.0324417997141074,25,0.0984861665341398,0.019697233306828
10262,"Eastern Aleutians",2006,0.0590712460447355,52,0.0937997999740186,0.0130076918628688
10262,"Eastern Aleutians",2010,0.000593499457860515,83,0.0890970541445609,0.0097796722154391
10262,"Eastern Aleutians",2012,-0.0214249086982774,114,0.0955429990666645,0.0089484217321801
10262,"Eastern Aleutians",2014,-0.0106989702262595,76,0.11835655227834,0.0135764276496624
10262,"Eastern Aleutians",2016,0.0334585150570061,52,0.145587075516107,0.0201892948391604
10262,"Eastern Aleutians",2018,-0.0303514356370966,54,0.0940716027616296,0.0128015236695436
10262,"Southern Bering Sea",1997,-0.0458506947254792,10,0.0611272213813301,0.0193301246602347
10262,"Southern Bering Sea",2000,0.00387512807780802,296,0.0963652204186615,0.00560111466534854
10262,"Southern Bering Sea",2002,-0.0134490707371451,197,0.0941569935572298,0.00670840802668324
10262,"Southern Bering Sea",2004,0.048594213620823,270,0.0960541604773599,0.00584567004840791
10262,"Southern Bering Sea",2006,-0.00801434369159279,230,0.0827630942355447,0.00545723682567336
10262,"Southern Bering Sea",2010,-0.0167264327382716,220,0.0967371139445208,0.00652201489164869
10262,"Southern Bering Sea",2012,-0.0318875184573868,189,0.099306813371729,0.00722350776667938
10262,"Southern Bering Sea",2014,-0.0127449619501364,145,0.0961575593390828,0.0079854506568786
10262,"Southern Bering Sea",2016,-0.00504722675952152,173,0.103557817401308,0.00787335506076332
10262,"Southern Bering Sea",2018,0.0158801628829052,157,0.0893409253534628,0.00713018207707995
10262,"Western Aleutians",2010,0.147300318459985,1,NA,NA
10262,"Western Aleutians",2016,0.0383153683049788,4,0.0635817095493064,0.0317908547746532
10110,"Central Aleutians",1986,0.120840434242238,80,0.135010509409032,0.0150946338357736
10110,"Central Aleutians",1991,-0.0181365399953547,38,0.0979554981213103,0.0158904801128107
10110,"Central Aleutians",1994,0.000493131313472854,149,0.0968623205714935,0.00793527049077156
10110,"Central Aleutians",1997,0.0274837172918565,184,0.0937299855287204,0.00690986620836237
10110,"Central Aleutians",2000,-0.0194736084704201,182,0.107643699802633,0.00797908189215747
10110,"Central Aleutians",2002,0.0110991042079117,320,0.110227326006382,0.00616189484820752
10110,"Central Aleutians",2004,0.0358313636728638,202,0.102381467871309,0.00720353494201361
10110,"Central Aleutians",2006,-0.0411177090613876,53,0.10252433870219,0.0140828009825993
10110,"Central Aleutians",2010,0.0055908257999343,177,0.116160851220404,0.00873118424292446
10110,"Central Aleutians",2012,-0.0332851964766112,103,0.102831407892519,0.0101322796911354
10110,"Central Aleutians",2014,0.0196090022403441,91,0.143460778880154,0.0150387759164381
10110,"Central Aleutians",2016,-0.0338900812965508,113,0.106620665983807,0.0100300285491924
10110,"Central Aleutians",2018,-0.0490272354843309,119,0.106174480297382,0.00973299865113617
10110,"Eastern Aleutians",1986,0.0318553943000912,59,0.123288027602602,0.0160507340505565
10110,"Eastern Aleutians",1991,0.00333027996257675,239,0.125909383152719,0.00814440094806989
10110,"Eastern Aleutians",1994,0.0111122353444511,188,0.094311332483077,0.00687836085539957
10110,"Eastern Aleutians",1997,0.0276815946036466,198,0.107567988228536,0.00764452404908523
10110,"Eastern Aleutians",2000,-0.0266981423524003,186,0.113750366040827,0.00834058150625509
10110,"Eastern Aleutians",2002,0.00385573838869815,581,0.11006288770096,0.00456617799651139
10110,"Eastern Aleutians",2004,-0.0105706804921223,197,0.096976224584812,0.00690926992063285
10110,"Eastern Aleutians",2006,-0.0103645186102097,178,0.101745303399358,0.00762613291043171
10110,"Eastern Aleutians",2010,0.0136133972412313,189,0.104270132013145,0.00758453607417896
10110,"Eastern Aleutians",2012,-0.00670366833833068,102,0.115267982345326,0.0114132309503103
10110,"Eastern Aleutians",2014,-0.011848800604697,59,0.0732413473620732,0.00953521125183655
10110,"Eastern Aleutians",2016,-0.0328777730573903,174,0.106580218164916,0.00807982548750354
10110,"Eastern Aleutians",2018,-0.0312200139660413,181,0.0991639399597922,0.0073707976090919
10110,"Southern Bering Sea",1986,0.0618417617573898,110,0.0977141759649477,0.00931668112215385
10110,"Southern Bering Sea",1994,-0.0199739155407462,123,0.0785804674518053,0.00708536213792654
10110,"Southern Bering Sea",1997,0.0340008810555984,104,0.0977919024335796,0.00958928497654201
10110,"Southern Bering Sea",2000,0.0375983969964711,130,0.115596580486311,0.010138490791999
10110,"Southern Bering Sea",2002,-0.0197620848147094,351,0.0971925853887009,0.00518775642061199
10110,"Southern Bering Sea",2004,0.0123649981668427,133,0.105049328567147,0.00910893200923882
10110,"Southern Bering Sea",2006,-0.00461283434591885,174,0.108034310920385,0.0081900599748139
10110,"Southern Bering Sea",2010,0.0185202259543406,171,0.127735480745103,0.00976817635214893
10110,"Southern Bering Sea",2012,-0.0652702230088558,86,0.10899924648595,0.0117536910256652
10110,"Southern Bering Sea",2014,0.0427994773059486,54,0.114033034952625,0.0155179305252717
10110,"Southern Bering Sea",2016,-0.0834274261122252,114,0.0910147866392576,0.00852431578104638
10110,"Southern Bering Sea",2018,-0.0407545539242728,109,0.0935870268248273,0.00896401142485165
10110,"Western Aleutians",1986,0.133386080447102,70,0.0957076256995556,0.0114392492367576
10110,"Western Aleutians",1991,-0.00525924892795925,124,0.115575850556816,0.0103790177731292
10110,"Western Aleutians",1994,0.0336209296595058,140,0.111871717572953,0.00945488580905681
10110,"Western Aleutians",1997,0.0422162960629907,196,0.108181550165595,0.00772725358325677
10110,"Western Aleutians",2000,-0.0400001763988083,213,0.10403807476144,0.00712857142187311
10110,"Western Aleutians",2002,-0.00488446919872161,349,0.104706347108437,0.00560480226060599
10110,"Western Aleutians",2004,0.00990633095576812,223,0.13828365156205,0.00926015823004372
10110,"Western Aleutians",2006,-0.014844136043782,148,0.121992238273501,0.0100277002156387
10110,"Western Aleutians",2010,0.0370230541698786,184,0.11657683643477,0.00859415840314602
10110,"Western Aleutians",2012,-0.00296933134290272,111,0.117471111613212,0.0111498644857614
10110,"Western Aleutians",2014,0.0051677770390913,110,0.130405518411175,0.0124336783236233
10110,"Western Aleutians",2016,-0.0261352007871472,81,0.0954511476348719,0.0106056830705413
10110,"Western Aleutians",2018,-0.0614337995501131,183,0.0975591132544084,0.00721177716931249
30060,"Central Aleutians",1986,-0.00765910786664495,542,0.0969270642294339,0.00416337390239874
30060,"Central Aleutians",1991,0.0354401822676246,146,0.0887095278459087,0.00734165276204098
30060,"Central Aleutians",1994,0.0237721465260926,215,0.0884458131472796,0.00603195439163079
30060,"Central Aleutians",1997,0.0486556649295169,209,0.0816750156450625,0.00564957896581777
30060,"Central Aleutians",2000,0.00232898406039445,319,0.0778152818317835,0.00435681935355348
30060,"Central Aleutians",2002,0.00689771257818809,263,0.0845145882203872,0.00521139276322114
30060,"Central Aleutians",2004,0.00404058035588496,263,0.0780781454642495,0.00481450470038453
30060,"Central Aleutians",2006,-0.00980696822603448,270,0.0837767948923415,0.00509849337311323
30060,"Central Aleutians",2010,0.00749520836681142,262,0.0841713325565158,0.00520012229169895
30060,"Central Aleutians",2012,-0.000256037096736378,287,0.0772303535211924,0.00455876362640386
30060,"Central Aleutians",2014,0.00201535674275299,250,0.0863218904010295,0.00545947571197358
30060,"Central Aleutians",2016,-0.0148185945902069,261,0.0866636606105294,0.00536434592157784
30060,"Central Aleutians",2018,-0.00634935945832351,226,0.0908172155997605,0.00604107132022032
30060,"Eastern Aleutians",1986,0.0211494027766138,884,0.105128957017887,0.003535869462357
30060,"Eastern Aleutians",1991,0.00143216687996574,335,0.114291474238455,0.00624441029650065
30060,"Eastern Aleutians",1994,0.0536276587069347,331,0.104032204792916,0.0057181271187733
30060,"Eastern Aleutians",1997,0.0293878824469228,390,0.0844044874782881,0.00427398736138914
30060,"Eastern Aleutians",2000,0.00488479124670823,427,0.0867748326320617,0.00419932847824532
30060,"Eastern Aleutians",2002,0.0186304086716409,574,0.097230957284524,0.00405834174578098
30060,"Eastern Aleutians",2004,0.020930435444728,354,0.0919922337711277,0.00488933206135764
30060,"Eastern Aleutians",2006,0.00959543114125661,287,0.0940348873754534,0.00555070389600855
30060,"Eastern Aleutians",2010,0.0290800776678056,303,0.0901178957802521,0.00517713784220229
30060,"Eastern Aleutians",2012,-0.0310579981381267,352,0.0935494715346432,0.00498620358646868
30060,"Eastern Aleutians",2014,0.00473552162783899,334,0.0929943571744356,0.0050884248313531
30060,"Eastern Aleutians",2016,-0.0228578394309675,316,0.0902421261000438,0.00507651621144999
30060,"Eastern Aleutians",2018,-0.0284966766226218,274,0.101544864866302,0.00613454963299604
30060,"Southern Bering Sea",1986,0.0171641087076075,178,0.074633177923618,0.0055939931904218
30060,"Southern Bering Sea",1991,0.0972705918329207,88,0.104883013802446,0.0111805668381084
30060,"Southern Bering Sea",1994,0.0474373071626134,44,0.0716690793747437,0.0108045202434647
30060,"Southern Bering Sea",1997,0.0487652319272538,77,0.0802589816826041,0.00914635981861309
30060,"Southern Bering Sea",2000,0.0269768959744458,152,0.0773305365471332,0.00627233476774016
30060,"Southern Bering Sea",2002,-0.00474992989924278,111,0.0764644273409191,0.00725768226012693
30060,"Southern Bering Sea",2004,0.0430495505846117,90,0.0776086610284706,0.00818067116686376
30060,"Southern Bering Sea",2006,0.0130330812940615,193,0.0872724811009121,0.00628201065033543
30060,"Southern Bering Sea",2010,0.0162709741522265,141,0.0800119472059538,0.00673822150477668
30060,"Southern Bering Sea",2012,-0.0339985539590486,184,0.0743585466743133,0.00548178478924799
30060,"Southern Bering Sea",2014,-0.0128830721181873,197,0.0989820693790953,0.00705218044495915
30060,"Southern Bering Sea",2016,-0.061098721853029,81,0.0802857082109111,0.00892063424565679
30060,"Southern Bering Sea",2018,-0.0423476748729316,72,0.0757688736838383,0.0089294473974515
30060,"Western Aleutians",1986,0.0200687349801076,304,0.0888059864183123,0.00509337263656407
30060,"Western Aleutians",1991,0.048482193625615,172,0.0861900852571124,0.00657193238927748
30060,"Western Aleutians",1994,0.0287751869872358,193,0.111061285988355,0.00799436629528231
30060,"Western Aleutians",1997,0.01558965581319,342,0.0927709947685969,0.00501648087035878
